text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i don t want to sell myself short i want to quickly tell you how warm and fuzzy it made me feel to learn that many of you were once loyal nsync fans,"['want', 'sell', 'short', 'want', 'quickly', 'tell', 'warm', 'fuzzy', 'made', 'feel', 'learn', 'many', 'loyal', 'nsync', 'fan']",0.0,0.774,0.226,0.6808,0.018150426,0.104973026,0.87687653,Love
i feel like this delicate juggling act can disrupt with the tiniest of interferences,"['feel', 'like', 'delicate', 'juggling', 'act', 'disrupt', 'tiniest', 'interference']",0.0,0.746,0.254,0.4118,0.69064015,0.28639343,0.022966418,Love
im feeling generous i guess,"['im', 'feeling', 'generous', 'guess']",0.0,0.294,0.706,0.5859,0.029153105,0.44061625,0.53023064,Love
i know how they feel that s the way i feel inside you know when the hero wins or especially when the girl gets the guy i am such a romantic,"['know', 'feel', 'way', 'feel', 'inside', 'know', 'hero', 'win', 'especially', 'girl', 'get', 'guy', 'romantic']",0.0,0.697,0.303,0.875,0.033102717,0.24764381,0.7192535,Love
i feel really accepted in my place now in this world,"['feel', 'really', 'accepted', 'place', 'world']",0.0,0.79,0.21,0.3384,0.008867268,0.052759133,0.9383736,Love
i am left feeling relatively horny wearing my red thong her snoring in the next room,"['left', 'feeling', 'relatively', 'horny', 'wearing', 'red', 'thong', 'snoring', 'next', 'room']",0.0,0.903,0.097,0.128,0.10614663,0.7066287,0.18722463,Love
im feeling very nostalgic for,"['im', 'feeling', 'nostalgic']",0.0,0.727,0.273,0.128,0.012543546,0.16188022,0.8255762,Love
i feel that anything less than blessing loving and accepting the preferences life styles individuality and ultimately the choices of others that you did not select is cruel prejudice hateful spiteful fearful and so far away from what god should be,"['feel', 'anything', 'less', 'blessing', 'loving', 'accepting', 'preference', 'life', 'style', 'individuality', 'ultimately', 'choice', 'others', 'select', 'cruel', 'prejudice', 'hateful', 'spiteful', 'fearful', 'far', 'away', 'god']",0.218,0.535,0.247,0.1852,0.79844534,0.18862729,0.01292734,Love
i began to feel very surprisingly horny,"['began', 'feel', 'surprisingly', 'horny']",0.0,0.667,0.333,0.3597,0.1423176,0.6777982,0.17988418,Love
ive used john freida for years though it was a bit of a pricier option compared to the other supermarket brands i loved how it made my hair feel wash after wash it felt lovely and soft,"['ive', 'used', 'john', 'freida', 'year', 'though', 'bit', 'pricier', 'option', 'compared', 'supermarket', 'brand', 'loved', 'made', 'hair', 'feel', 'wash', 'wash', 'felt', 'lovely', 'soft']",0.0,0.806,0.194,0.8271,0.008892706,0.043864995,0.94724226,Love
i have such a feeling of gentle pleasure arranging the colours and making each stitch,"['feeling', 'gentle', 'pleasure', 'arranging', 'colour', 'making', 'stitch']",0.0,0.552,0.448,0.7964,0.012797655,0.047626805,0.9395756,Love
i feel hes being faithful to the emotions of the songs while at the same time turning them into his own in his own inimitable style,"['feel', 'he', 'faithful', 'emotion', 'song', 'time', 'turning', 'inimitable', 'style']",0.0,0.892,0.108,0.4404,0.018375782,0.4071583,0.57446593,Love
i want to thank god david liuija massimiliano of l alba rehab centre and kenya red cross for supporting my treatment and rehabilitation program at the centre i now feel loved again,"['want', 'thank', 'god', 'david', 'liuija', 'massimiliano', 'l', 'alba', 'rehab', 'centre', 'kenya', 'red', 'cross', 'supporting', 'treatment', 'rehabilitation', 'program', 'centre', 'feel', 'loved']",0.0,0.654,0.346,0.8934,0.0053694826,0.03538708,0.9592435,Love
i can t or don t leave because i feel strongly loyal to this company and these great people and it was hell trying to find this position in the first place,"['leave', 'feel', 'strongly', 'loyal', 'company', 'great', 'people', 'hell', 'trying', 'find', 'position', 'first', 'place']",0.152,0.604,0.244,0.5423,0.060839675,0.12361828,0.815542,Love
i feel like he has never really liked me so now when the store needs support this is a great opportunity to show that i am a real asset to the team,"['feel', 'like', 'never', 'really', 'liked', 'store', 'need', 'support', 'great', 'opportunity', 'show', 'real', 'asset', 'team']",0.065,0.562,0.373,0.9012,0.32922825,0.35673627,0.3140355,Love
i didnt attend so a lot of people are feeling somewhat delicate,"['didnt', 'attend', 'lot', 'people', 'feeling', 'somewhat', 'delicate']",0.103,0.755,0.142,0.1045,0.3958504,0.57443655,0.029713003,Love
i struggle and try and break from the pain of loving people the more i feel how much my parents ever loved and continue to love me,"['struggle', 'try', 'break', 'pain', 'loving', 'people', 'feel', 'much', 'parent', 'ever', 'loved', 'continue', 'love']",0.149,0.532,0.319,0.8126,0.26350567,0.46552676,0.27096754,Love
i started to feel real horny and knew he must feel it too as he started feeling me up and we began making out,"['started', 'feel', 'real', 'horny', 'knew', 'must', 'feel', 'started', 'feeling', 'began', 'making']",0.0,0.936,0.064,0.128,0.068951376,0.7003938,0.23065479,Love
i know it because when were together and feeling amorous honey youre the naughty sex goddess of my dreams,"['know', 'together', 'feeling', 'amorous', 'honey', 'youre', 'naughty', 'sex', 'goddess', 'dream']",0.0,0.682,0.318,0.7184,0.027889147,0.18831868,0.7837922,Love
i column as i see em feeling romantic,"['column', 'see', 'em', 'feeling', 'romantic']",0.0,0.488,0.512,0.4939,0.05808465,0.55390406,0.3880113,Love
i definitely know how it feels to think that whoever your beloved is with doesnt deserve them,"['definitely', 'know', 'feel', 'think', 'whoever', 'beloved', 'doesnt', 'deserve']",0.0,0.7,0.3,0.7184,0.86847836,0.121777326,0.00974434,Love
i feel like this lovely american brand isnt as well known in england but thats because it wasnt available here until it hit the shelves in marks amp spencers beauty departments,"['feel', 'like', 'lovely', 'american', 'brand', 'isnt', 'well', 'known', 'england', 'thats', 'wasnt', 'available', 'hit', 'shelf', 'mark', 'amp', 'spencer', 'beauty', 'department']",0.038,0.701,0.261,0.8516,0.5499317,0.40987396,0.040194333,Love
i tend to feel slightly slutty,"['tend', 'feel', 'slightly', 'slutty']",0.429,0.571,0.0,-0.4601,0.512219,0.44945568,0.038325306,Love
im still identifying with that feeling of lack and longing,"['im', 'still', 'identifying', 'feeling', 'lack', 'longing']",0.286,0.588,0.126,-0.2263,0.76862216,0.22100991,0.010367837,Love
i feel like i am meant to partner up be supportive lend a hand or a heart and yet i resent this feeling,"['feel', 'like', 'meant', 'partner', 'supportive', 'lend', 'hand', 'heart', 'yet', 'resent', 'feeling']",0.07,0.537,0.393,0.7798,0.8331508,0.15398806,0.012861116,Love
i feel as if my life has become a delicate balance between all that need to be done and what i actually have times to do,"['feel', 'life', 'become', 'delicate', 'balance', 'need', 'done', 'actually', 'time']",0.0,0.948,0.052,0.0516,0.108081065,0.7149882,0.17693081,Love
i only feel hot in red lingerie because red lingerie is associated with being hot and powerful,"['feel', 'hot', 'red', 'lingerie', 'red', 'lingerie', 'associated', 'hot', 'powerful']",0.0,0.843,0.157,0.4215,0.024474794,0.27471167,0.70081353,Love
i need to know me to know the world to know a stranger to know what living is to dance in the rain swim in the ocean to know the rush of doing something risky to feel the comfort of supporting myself,"['need', 'know', 'know', 'world', 'know', 'stranger', 'know', 'living', 'dance', 'rain', 'swim', 'ocean', 'know', 'rush', 'something', 'risky', 'feel', 'comfort', 'supporting']",0.041,0.837,0.122,0.5574,0.123813294,0.6937437,0.18244304,Love
i felt of him but he didnt feel hot like fever,"['felt', 'didnt', 'feel', 'hot', 'like', 'fever']",0.228,0.772,0.0,-0.395,0.26095638,0.6837576,0.055286,Love
i know exactly how you feel and you ve got a sympathetic ear,"['know', 'exactly', 'feel', 'got', 'sympathetic', 'ear']",0.0,0.752,0.248,0.5106,0.23178694,0.6153803,0.15283276,Love
i love big cocks and i truly feel horny whenever i see one,"['love', 'big', 'cock', 'truly', 'feel', 'horny', 'whenever', 'see', 'one']",0.0,0.53,0.47,0.7964,0.010929314,0.028721169,0.9603495,Love
i was thinking about all the things that has gone on this year and i feel so blessed,"['thinking', 'thing', 'gone', 'year', 'feel', 'blessed']",0.0,0.75,0.25,0.7177,0.0055781314,0.0146269,0.979795,Love
i have to stand up and say what i feel for my beloved religion,"['stand', 'say', 'feel', 'beloved', 'religion']",0.0,0.769,0.231,0.5106,0.14744234,0.69100094,0.16155669,Love
i write at my weekend office panera bread i usually have hazelnut coffee with a shot of chocolate and extra cream and either a shortbread cookie or if i m feeling particularly naughty a bear claw,"['write', 'weekend', 'office', 'panera', 'bread', 'usually', 'hazelnut', 'coffee', 'shot', 'chocolate', 'extra', 'cream', 'either', 'shortbread', 'cookie', 'feeling', 'particularly', 'naughty', 'bear', 'claw']",0.0,0.949,0.051,0.128,0.03046146,0.8360608,0.13347764,Love
i feel a bit naughty snapping her but she had nice candy pink nails,"['feel', 'bit', 'naughty', 'snapping', 'nice', 'candy', 'pink', 'nail']",0.0,0.748,0.252,0.5719,0.25032377,0.39527088,0.35440534,Love
i am trying to do is feel sympathetic for someone i love whom i ve dated for two years and whom has become close with my daughter someone who has lost their way,"['trying', 'feel', 'sympathetic', 'someone', 'love', 'dated', 'two', 'year', 'become', 'close', 'daughter', 'someone', 'lost', 'way']",0.062,0.734,0.204,0.7351,0.20976527,0.5336838,0.25655097,Love
i strongly believe in the vision of my school back in hawaii and i feel that i was blessed to come together with these other students across america and unite for a common cause a cause to help those around us and engage others to do the same,"['strongly', 'believe', 'vision', 'school', 'back', 'hawaii', 'feel', 'blessed', 'come', 'together', 'student', 'across', 'america', 'unite', 'common', 'cause', 'cause', 'help', 'around', 'u', 'engage', 'others']",0.0,0.744,0.256,0.9022,0.0024434442,0.020894445,0.97666216,Love
i am feeling particularly loving towards my blog today so i thought that i would link up with the lovely lauren over at a href http thelittlethingswedo,"['feeling', 'particularly', 'loving', 'towards', 'blog', 'today', 'thought', 'would', 'link', 'lovely', 'lauren', 'href', 'http', 'thelittlethingswedo']",0.0,0.678,0.322,0.8588,0.0021416997,0.012599321,0.98525894,Love
i was feeling gracious and let the poor thing romp for a bit in the water,"['feeling', 'gracious', 'let', 'poor', 'thing', 'romp', 'bit', 'water']",0.161,0.573,0.266,0.25,0.33802676,0.5236952,0.1382781,Love
i feel like a guy in an s romantic comedy trying to not snuggle,"['feel', 'like', 'guy', 'romantic', 'comedy', 'trying', 'snuggle']",0.0,0.51,0.49,0.7717,0.6336972,0.33767202,0.028630683,Love
i so identified with that feeling in the script of like i don t feel accepted by this particular group of people and therefore there s something wrong with me,"['identified', 'feeling', 'script', 'like', 'feel', 'accepted', 'particular', 'group', 'people', 'therefore', 'something', 'wrong']",0.099,0.705,0.196,0.25,0.8941244,0.09985495,0.006020594,Love
i think too far ahead too far too deep that i feel like i shldn t really be caring too much into the future,"['think', 'far', 'ahead', 'far', 'deep', 'feel', 'like', 'shldn', 'really', 'caring', 'much', 'future']",0.0,0.751,0.249,0.7165,0.7851912,0.20269707,0.012111758,Love
i asked her what cp feels like hello to the loyal readers and new friends of this blog and my great appreciation goes to shasta for allowing me the opportunity for a guest post,"['asked', 'cp', 'feel', 'like', 'hello', 'loyal', 'reader', 'new', 'friend', 'blog', 'great', 'appreciation', 'go', 'shasta', 'allowing', 'opportunity', 'guest', 'post']",0.0,0.579,0.421,0.9578,0.0032151588,0.037132658,0.95965225,Love
i feel like crap that she s supporting me now that i m living with him instead of with my mom,"['feel', 'like', 'crap', 'supporting', 'living', 'instead', 'mom']",0.118,0.636,0.245,0.4215,0.84864825,0.14308426,0.008267499,Love
i have been feeling a longing for other companionship this year though and thats that of a group of friends,"['feeling', 'longing', 'companionship', 'year', 'though', 'thats', 'group', 'friend']",0.056,0.711,0.234,0.5423,0.2414463,0.6122939,0.14625973,Love
i have a feeling im going to be a very loyal customer should this work out,"['feeling', 'im', 'going', 'loyal', 'customer', 'work']",0.0,0.692,0.308,0.5984,0.0064057186,0.036616594,0.95697767,Love
i reached my goal that i realized the anticipated feelings of accomplishment and satisfaction i had been longing for didnt occur as quickly as i would have imagined,"['reached', 'goal', 'realized', 'anticipated', 'feeling', 'accomplishment', 'satisfaction', 'longing', 'didnt', 'occur', 'quickly', 'would', 'imagined']",0.042,0.795,0.163,0.4939,0.027807271,0.13690875,0.83528394,Love
i he love me aint no one betta but i felt so shitty cuz he say how supportive she wuz make me feel like i not supportive enough but i have no idea wut i do wrong in the relationship except a couple thingz like that dd who kissed me and how i went to paulz house and chilled wid a bunch of chikkz,"['love', 'aint', 'one', 'betta', 'felt', 'shitty', 'cuz', 'say', 'supportive', 'wuz', 'make', 'feel', 'like', 'supportive', 'enough', 'idea', 'wut', 'wrong', 'relationship', 'except', 'couple', 'thingz', 'like', 'dd', 'kissed', 'went', 'paulz', 'house', 'chilled', 'wid', 'bunch', 'chikkz']",0.135,0.586,0.279,0.8075,0.76965505,0.19689678,0.03344822,Love
i want him to feel himself as the most beloved man in this world,"['want', 'feel', 'beloved', 'man', 'world']",0.0,0.692,0.308,0.5984,0.0063787866,0.07806601,0.91555524,Love
i really am and figure out what i truly feel passionate about,"['really', 'figure', 'truly', 'feel', 'passionate']",0.0,0.559,0.441,0.743,0.012854117,0.31036362,0.67678225,Love
i feel that longing and having a crush is kind of fun,"['feel', 'longing', 'crush', 'kind', 'fun']",0.212,0.551,0.237,0.3197,0.054363932,0.3644958,0.5811402,Love
i feel like with god and supportive new family and the counselor he will be fine but some people keep telling me that i am being evil and cruel by not giving him any medicine,"['feel', 'like', 'god', 'supportive', 'new', 'family', 'counselor', 'fine', 'people', 'keep', 'telling', 'evil', 'cruel', 'giving', 'medicine']",0.3,0.563,0.136,-0.911,0.41454297,0.43627828,0.14917874,Love
i have to stagger out to a shop looking and feeling like death so that my beloved cats wont starve,"['stagger', 'shop', 'looking', 'feeling', 'like', 'death', 'beloved', 'cat', 'wont', 'starve']",0.145,0.484,0.371,0.6211,0.7573427,0.21451584,0.028141486,Love
